v1,v2
HAM,رايت 3 عدد CD
HAM,ايراد در تنظيمات اينترانت
SPAN,نياز به يكعدد ماوس
SPAN,نياز به يك ست سيستم يونيت
HAM,نياز به يك دستگاه پرينتر
SPAN,تعويض تونر 53 آ
SPAN,تعويض تونر سامسونگ
SPAN,نياز به يك عدد ماوس
HAM,ايراد در DVD Rom
HAM,نياز به نصب Adobe Acrobat جهت منشي
HAM,ايراد در تنظيمات دامين
HAM,نياز به نصب پرينتر
HAM,نصب فارس? ساز برا? کامپ?وتر خانم منش?
SPAN,نياز به تونر 53A
HAM,س? د? قرآن نم? خواند
HAM,نيازبه يك دستگاه لپ تاپ
SPAN,نياز به تونر 53A
SPAN,نياز به تونر سامسونگ
SPAN,نياز به كارت LPT1
SPAN,ايراد در پرينتر 2015
SPAN,نياز به تونر 3020
SPAN,نياز به يك عدد چيپست تونر سامسونك 2850
HAM,نياز به يك دستگاه اسكنر HP G4010
HAM,ايراد در پرينتر 1320
SPAN,شارژ تونرهاي مصرفي كاربران به تعداد 12 عدد
SPAN,نياز به 20 عدد CD
SPAN,نياز به تونر 1300
SPAN,نياز به رايت اطلاعات
HAM,نياز به يك دستگاه اسكنر HP G3110
HAM,"ايراد در مانيتور ، نياز به تعويض مانيتور"
SPAN,"ايراد در كابل صدا ،نياز به تعويض كابل"
HAM,تعويض مانيتور
HAM,مشكل در شبكه
SPAN,تعويض موس خانم حيدري
SPAN,نياز به يك عدد تونر سامسونگ
SPAN,ايراد در كابل صدا
SPAN,ايراد در كابل صدا منشي
SPAN,نيازبه تونر 36A
HAM,ايراد در IE8
HAM,انتقال اطلاعات
HAM,انتقال اطلاعات
SPAN,نياز به تونر سامسونگ
HAM,ايراد در پرينتر نياز به پرينتر تحت شبكه
HAM,ايراد در Office
SPAN,تونر سامسونگ 2850
SPAN,ايراد در چيپ ست تونر پرينتر سامسونگ
HAM,اشكال در ويندوز
HAM,نياز به يك دستگاه پرينتر BROTHER
HAM,نياز به يك دستگاه اسكنر
HAM,ايراد در كارت گرافيك
HAM,ايراد  در پرينتر منشي
HAM,ايراد در سيستم
HAM,ايراد در پرينتر
HAM,نياز به نصب Visio 2007
HAM,ايراد در سيستم منشي
HAM,ايراد در پرينتر منشي
HAM,ايراد در Eorg
HAM,ايراد در استفاده از FTP
HAM,نياز به نصب اسكنر
HAM,نياز به نصب Matlab
HAM,ايراد در كيبورد منشي
SPAN,شارژ تونرهاي مصرفي كاربران به تعداد 8 عدد
SPAN,كابل شبكه و كابل صدا جهت استفاده كاربران
SPAN,تعويض تونر خانم برهي 36A
SPAN,تعويض تونر پرينتر 53A
HAM,نياز به يك دستگاه كيبورد فراسو
SPAN,نياز به يك عدد ماوس
HAM,ايراد در Touch Pad LapTop
SPAN,نياز به يك عدد تونر 49A
SPAN,شارژ تونرهاي مصرفي كاربران به تعداد 13 عدد
HAM,نياز به تحويل يك ست سيستم يونيت
HAM,نياز به تحويل يك ست سيستم يونيت
HAM,نياز به يك دستگاه دوربين ديجيتال
HAM,مشكل در ويندوز
HAM,مشكل در سيستم خانم ابدالي
HAM,نصب ويندوز
HAM,نصب پرينتر
HAM,نصب دي پي آي
HAM,تعويض موس
SPAN,تعويض تونر 2050
SPAN,شارژ تونرهاي مصرفي كاربران به تعداد 25 عدد
HAM,ايراد در برد پاور مانيتور
SPAN,نياز به پد ماوس و كابل LPT
SPAN,نياز به كابل 10 متري شبكه
SPAN,نياز به يكعدد ماوس
SPAN,تعويض تونر سامسونگ
HAM,تعويض ويندوز
HAM,تعويض ويندوز
HAM,نياز به يك دستگاه NAS
SPAN,شارژ تونرهاي مصرفي كاربران به تعداد 18 عدد
SPAN,CD  و DVD جهت تحويل به كاربران
SPAN,نياز به كلديسك 4G
SPAN,كلديسك 4G  به تعداد 5 عدد جهت استفاده  كاربران
SPAN,CD  و DVD جهت تحويل به كاربران
SPAN,نياز به تونر 1320
HAM,تعريف پرينتر جهت لپ تاپ
HAM,اشكال در اكانت eORG
HAM,اشكال در ضمائم Eorg
HAM,نياز به انتقال اطلاعات آقاي دولو
HAM,اشكال در پرينتر منشي
HAM,اشكال در ورورد به اتوماسيون اداري ايراد پسورد
HAM,ايراد در كپي اطلاعات در FTP
HAM,نياز به نصب اسكنر
HAM,اشكال در كيبورد
HAM,ايراد در پرينتر منشي
HAM,اشكال در پرينتر تحت شبكه
HAM,اشكال در اسكنر منشي
HAM,اشكال در پرينتر منشي
SPAN,نياز به تونر 1320
HAM,انتقال اطلاعات سيستم ادهمي و منشي
HAM,نصب نرم افزار مالي Fox به همراه نصب پرينتر و اسكنر
HAM,Join نمودن سيستمهاي بودجه به دليل جابجايي
HAM,نصب Finance جهت منشي
HAM,انتقال اطلاعات روي سيستم خ ابدالي
HAM,اشكال در ثبت و صدور نامه
HAM,نياز به Ofice Viwer
HAM,ايراد در سيستم منشي خانم انتظام
HAM,اشكال در Office
SPAN,نياز به تونر 1320
HAM,اشكال در كارت ساعت
HAM,تعويض رايتر منشي و نصب روي سيستم ادهمي
HAM,اشكال در لپ تاپ نياز به ويندوز
HAM,نصب پرينتر سامسونگ
HAM,اشكال در Eorg
SPAN,تعويض تونر سامسونگ خانم حيدري
SPAN,نياز به يك دستگاه پرينتر 2055+ كابل USB
SPAN,تونر 49A
SPAN,نياز به تونر 53A
SPAN,نياز به يك دستگاه كلديسك 4G
SPAN,شارژ تونرهاي مصرفي كاربران به تعداد 24 عدد
SPAN,تحويل پد موس
SPAN,تعويض پد موس آقاي عباسي
HAM,نياز به يك دستگاه كارت ساعت
SPAN,نياز به تونر 05
SPAN,نياز به يك دستگاه پرينتر سه كاره
SPAN,اشكال در ماوس آقاي دولو
SPAN,نياز به تونر Brother
SPAN,نياز به يك ست سيستم يونيت
SPAN,نياز به 15 عدد CD و 15 عدد DVD جهت كاربران
SPAN,شارژ تونر مصرفي كاربران به تعداد 24 عدد
SPAN,نياز به مبدل DVI
SPAN,نياز بع يك جفت باطري قلمي
HAM,نياز به يك عدد موس
HAM,نياز به يك عدد موس
SPAN,نياز به يك عدد ماوس
SPAN,نياز به تونر BROTHER
SPAN,نياز به 10 عدد CD خام
SPAN,نياز به باطري ماوس
SPAN,شارژ تونر مصرفي كاربران به تعداد 23 عدد
SPAN,نياز به سه ست سيستم يونيت (حسابرسي) + كابل شبكه + ماوس + پد ماوس
HAM,نياز به يك دستگاه پرينتر
SPAN,نياز به رايت سي ديبه تعداد 4عدد
SPAN,نياز به 2 عدد سي دي و رايت اطلاعات
HAM,نياز به نصب پرينتر شكوهي
HAM,اشكال در Excel
HAM,ايراد در فونت نستعليق دولو
HAM,نياز به نصب IE8
HAM,ايراد در پرينتر منشي
SPAN,نياز به تونر سامسونگ
SPAN,نياز به تونر 05A
HAM,نياز به نصب Visio
HAM,ايراد در دسترسي  به پوشه ها
SPAN,نياز به تونر 2014
SPAN,نياز به تونر دستگاه فكس
HAM,اشكال در نصب درايور پرينتر
HAM,"نياز به نصب Office , Eorg"
SPAN,نياز به رايت اطلاعات به تعداد 4نسخه
HAM,نياز به تغيير پروفايل
HAM,نياز به پرينتر تحت شبكه گلاب
HAM,اشكال در سيستم نياز به نصب ويندوز
HAM,اشكال در سيستم نياز به نصب ويندوز
HAM,اشكال در سيستم نياز به نصب ويندوز
HAM,اشكال در سيستم نياز به نصب ويندوز
SPAN,نياز به 4 عدد سي دي به همراه رايت
HAM,نياز به نصب دستگاه چند كاره 7220 ستادي
HAM,ايراد در شبكه
HAM,ايراد در فونت فارسي
SPAN,نياز به تونر 53A
SPAN,نياز به تونر 49A
HAM,نياز به نصب اسكنر
HAM,نياز به نصب نرم افزار
HAM,نصب پرينتر + اسكنر
HAM,نصب AdobeX
HAM,اشكال در Export گزارشات
SPAN,نياز به تونر 05A
HAM,نياز به نصب پرينتر
SPAN,نياز به تونر 12A
HAM,اشكال در سيستم منشي كندي بيش از حد
HAM,انجام تنظيمات و Join  نمودن سيستم
SPAN,نياز به تونر 1320
SPAN,نياز به تونر سامسونگ
SPAN,نيازبه تونر سامسونگ
SPAN,رايت 1 عدد سي دي
SPAN,نياز به 4 عدد سي دي
SPAN,اشكال در Office
HAM,نصب ADobeX
HAM,نصب Office
HAM,اشكال در Office+Eorg
HAM,اشكال در Office+Eorg  سيستم منشي
HAM,اشكال در اسكنر منشي
HAM,Error در سيستم
SPAN,نياز به ست سيستم يونيت
SPAN,نياز به يك ست سيستم يونيت
SPAN,نياز به يك ست سيستم يونيت
SPAN,نياز به يك ست سيستم يونيت
SPAN,نياز به باطري بايوس به تعداد 20 عدد جهت سيستم كاربران
SPAN,شارژ تونر مصرفي كاربران به تعداد 18 عدد
HAM,تعمير مادربرد سرور و ارسال سرور به تهران   (مركز گارانتي)
SPAN,نياز به يكعدد Cool Disk 4G
HAM,نياز به يك ست سيستم يونيت
SPAN,نياز به يك سيستم يونيت به همراه ماوس+پد ماوس+ كابل پاور+ كابل شبكه
HAM,نياز به يك دستگاه پرينتر
HAM,نياز به تحويل يك ست سيستم يونيت
SPAN,نياز به تونر مصرفي كاربران آغاجاري به تعداد 9 عدد
SPAN,نياز به يكعدد  پد ماوس
SPAN,نياز به يك ست سيستم يونيت
HAM,نياز به يك دستگاه كارت ساعت به همراه متعلقات
HAM,نياز به يك دستگاه كارت ساعت به همراه متعلقات
SPAN,نياز به تونر 49A
HAM,نياز به يك ست سيستم يونيت
HAM,نياز به يك ست سيستم يونيت
SPAN,نياز به كلديسك 4G
HAM,نياز به نصب پرينتر 2014
HAM,نصب نرم افزار اعلاميه ها
HAM,نصب Office 2010 حسابرسان تهران
HAM,اشكال در فونت فارسي
SPAN,نياز به تونر 12A
HAM,اشكال در Eorg
HAM,ايراد در پرينتر منشي
SPAN,نياز به تونر 2055
HAM,باز نمودن پورتهاي USB سيستم خ ابدالي تا تاريخ 91/3/31
HAM,باز نمودن پورتهاي USB سيستم خ مالكي تا تاريخ 91/3/31
HAM,باز نمودن DVD Rom جهت نصب نرم افزارIBM
HAM,باز نمودن DVD Rom جهت نصب نرم افزار IBM
HAM,باز نمودن DVD Rom سيستم خ مكوندي جهت نصب نرم افزار IBM
SPAN,نياز به تونر سامسونگ
SPAN,نياز به تونر 12A
HAM,ايراد در Eorg
HAM,اشكال در ويندوز
HAM,اشكال در  IE سيستم خ مكوندي
HAM,نياز به نصب ويندوز و Join
SPAN,اشكال در ماوس
HAM,اشكال در پرينتر 2015
HAM,اشكال در Word
HAM,ايراد در ويندوز نياز به تعويض سيستم
HAM,اشكال در پرينتر
HAM,نياز به نصب تجهيزات شبكه
HAM,"نياز به نصب Auto Cad,Catia,Solid Work"
HAM,"نياز به نصب Autocad,Catia,SolidWork"
HAM,ايراد در كابل USB پرينتر
HAM,اشكال در Eorg
HAM,ايراد در اسكنر و عدم اسكن در Eorg
SPAN,نياز به رايت 1 عدد سي دي
HAM,اشكال در ذخيره فايلهاي Office
HAM,نصب پرينتر 1320
HAM,اشكال در پرينتر چك زني
HAM,اشكال در Eorg و فونتهاي فارسي
HAM,اشكال در ورود به سيستم و نصب نرم افزار
HAM,اشكال در Finance منشي
HAM,اشكال در پرينتر منشي
HAM,نصب پرينتر آقاي خياط
HAM,اشكال در Office سيستم منشي
HAM,اشكال در Report Viewer
HAM,ن?از به تعو?ض موس
HAM,نصب پرينتر براي منشي
HAM,نصب پرينتر براي منشي
HAM,نياز به يك دستگاه لپ تاپ
SPAN,نياز به يك ست سيستم يونيت
SPAN,نياز به يك ست سيستم يونيت
SPAN,نياز به يك عدد پد ماوس
HAM,اشكال در Loginبه ويندوز
HAM,ايراد در پرينتر 3020
HAM,ايراد در پرينتر 1320منشي
HAM,نصب پرينتر + Solid Work
HAM,نصب AutoCad سيستم آقاي نيل درآر
HAM,ايراد در ويندوز سيستم خ خالدي
HAM,ايراد در ويندوز سيستم خ انتظام
HAM,ايراد در ويندوز سيستم خ نظري نژاد
HAM,نصب پرينتر سيستم خ انتظام
HAM,نصب پرينتر و Fax سيستم خ خالدي
HAM,ايراد در ويندوز و كيبورد
SPAN,تعويض ماوس معيوب
HAM,ايراد در پاور
HAM,بستن USB و حذف گروه Administrator
HAM,بستن USB و حذف Administrator
HAM,بستن USB و حذف Administrator
HAM,ايراد در Word+Eorg
HAM,ايراد در Word+Eorg  سيستم خ خالدي
HAM,دكمه Reset شكسته شده است
HAM,ايراد در ويندوز
HAM,ايراد در Word+Eorg سيستم منشي
HAM,ايراد در Word+Eorg سيستم منشي
HAM,ايراد در Word+Eorg سيستم
HAM,ايراد در Word+Eorg سيستم منشي
HAM,ايراد در Word+Eorg سيستم منشي
SPAN,نياز به يك دستگاه پرينتر سه كاره M1522N
SPAN,نياز به كابل شبكه 3 متري
SPAN,نياز به يك عدد كلديسك 4G
SPAN,نياز به يك ست سيستم يونيت
SPAN,نياز به يك ست سيستم يونيت
SPAN,نياز به يك ست سيستم يونيت
SPAN,تعويض ماوس
SPAN,نياز به تعويض ماوس
SPAN,شارژ تونر مصرفي كاربران به تعداد 28 عدد
HAM,ايراد در LED لپ تاپ
HAM,ايراد در پرينتر 2014
SPAN,نياز به يك ست سيستم يونيت
SPAN,نياز به يك ست سيستم يونيت
SPAN,ايراد در ماوس
HAM,مشکل در شبکه
HAM,مشکل در شبکه
SPAN,نياز به يك ست سيستم يونيت
SPAN,نياز به تونر سامسونگ 2850
